program_path,revenue,quantity,null_hits,count_of_order
Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Email,0.0,0,139,0
Display > Natural Search: Google > SEO > SEM > SEO > SEM > SEO > Natural Search: Google > Social > Natural Search: Google > SEO > Natural Search: Google,0.0,0,139,0
Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Email > SEM > Display > SEM > Display > Natural Search: Google,0.0,0,139,0
absent > Natural Search: Google > SEO > Natural Search: Google > SEO > Natural Search: Google > Email,0.0,0,139,0
SEO > Natural Search: Google > Email > Natural Search: Google,0.0,0,139,0
SEO > Email > Natural Search: Google > Email > SEM > Natural Search: Google > Email > Social,0.0,0,395,0
SEM > Display > SEM > absent > SEM > Display > SEM > Social > Display,0.0,0,140,0
Natural Search: Google > Email > SEO > SEM > Natural Search: Google,0.0,0,140,0
absent > Natural Search: Google > SEM > Natural Search: Google > SEM > Display > Natural Search: Google,0.0,0,140,0
Natural Search: Google > SEM > Social > SEM > SEO,0.0,0,140,0
SEO > Natural Search: Google > Email > Natural Search: Google > Email > Natural Search: Google > Email > Natural Search: Google > Email > Natural Search: Google > Display > Email > Natural Search: Google > Email,0.0,0,140,0
absent > Natural Search: Google > SEM > Natural Search: Google > Display > Social > SEM,0.0,0,140,0
Social > Email > Natural Search: Google > SEM > Social > Natural Search: Google > Social > SEM > Email > SEM > Email > Natural Search: Google,0.0,0,140,0
Natural Search: Google > SEM > Email > Display,0.0,0,140,0
Natural Search: Bing > SEM > Natural Search: Bing > SEO > SEM > Natural Search: Bing,0.0,0,140,0
Natural Search: Google > SEO > Email > SEM > Email,0.0,0,140,0
Natural Search: Google > SEO > Natural Search: Google > Display > SEM > Natural Search: Google > Display > Natural Search: Google > Display > Natural Search: Google,0.0,0,140,0
Natural Search: Google > Social > SEM > Natural Search: Google > Email,0.0,0,140,0
Email > SEM > Natural Search: Google > Display,0.0,0,140,0
absent > Natural Search: DuckDuckGo > Natural Search: Yahoo!,0.0,0,140,0
Email > Social > SEM,0.0,0,396,0
Email > Social > Email > SEM > Email > Natural Search: Yahoo! > Email > SEO > Display > SEO > Email,0.0,0,652,0
SEO > SEM > Email > Natural Search: Google > Email > SEM > Natural Search: Google,0.0,0,141,0
SEM > Natural Search: Google > Display > SEM > Email,0.0,0,141,0
Natural Search: Yahoo! > SEM > Natural Search: Yahoo! > SEM > SEO > SEM > Natural Search: Yahoo! > SEM > Natural Search: Yahoo! > SEM,0.0,0,141,0
Natural Search: Google > Email > SEM > Email > SEM > Email > Natural Search: Google > Email,0.0,0,141,0
SEM > Display > Email > Display > Email > Display > Natural Search: Google > Email > Natural Search: Google > Email > Natural Search: Google > Email,0.0,0,141,0
Social > Email > Social > Email > Natural Search: Bing,0.0,0,141,0
SEM > absent > SEM > SEO > SEM > Natural Search: Google > SEM,0.0,0,141,0
Natural Search: Google > SEM > Natural Search: Google > SEO > Natural Search: Google > SEM > Natural Search: Google > Email > SEO > Natural Search: Google > SEO > SEM > SEO > Natural Search: Google > SEO,0.0,0,141,0
Natural Search: Google > Display > SEM > Display > Natural Search: Google > SEM > Natural Search: Google > Social > SEM,0.0,0,141,0
Natural Search: Google > Natural Search: Bing > Natural Search: Google > Natural Search: Bing > Natural Search: Google > Natural Search: Bing,0.0,0,141,0
absent > SEM > Natural Search: Bing > SEM,0.0,0,397,0
absent > Natural Search: Yahoo! > SEO > Email > SEO > Email > Natural Search: Yahoo! > Email > SEO > Natural Search: Yahoo!,0.0,0,142,0
Email > Natural Search: Google > SEM > Natural Search: Google > Email > SEM > Natural Search: Yahoo!,0.0,0,142,0
Natural Search: Google > SEM > Email > Natural Search: Google > Social > SEM > Email > Natural Search: Google > Email > SEO > Natural Search: Google > Display > Natural Search: Google > SEM,0.0,0,142,0
Natural Search: Google > SEM > Email > Natural Search: Google > Email > Natural Search: Google,0.0,0,142,0
Display > SEM > Natural Search: Google > Email,0.0,0,142,0
Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > Display > SEM > Natural Search: Google > SEM,0.0,0,142,0
Email > SEO > Natural Search: Google > SEO > Email > SEO > Email,0.0,0,142,0
Email > Natural Search: Google > Display > Natural Search: Google > Display > Natural Search: Google > SEM > Natural Search: Google > Email,0.0,0,142,0
Display > Natural Search: Google > SEM > Natural Search: Google > absent > Natural Search: Google > SEM,0.0,0,142,0
SEM > Email > Natural Search: Google > Email > SEM > Email,0.0,0,142,0
Email > Natural Search: Bing > Email > Natural Search: Bing > SEM,0.0,0,142,0
absent > Email > Natural Search: DuckDuckGo > Email,0.0,0,142,0
Email > Social > Email > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google,0.0,0,142,0
Natural Search: DuckDuckGo > Display > Natural Search: DuckDuckGo > Social > SEM > Natural Search: DuckDuckGo > SEM,0.0,0,142,0
absent > Natural Search: Google > Social > SEM,0.0,0,398,0
SEM > Social > SEM > Video > SEM > Video > Display > SEM,0.0,0,398,0
Natural Search: Google > Natural Search: DuckDuckGo > Natural Search: Google > SEO > Natural Search: Google > SEO > Natural Search: Google > Email > Natural Search: Google,0.0,0,654,0
SEM > Natural Search: Yahoo! > Display > Natural Search: Yahoo!,0.0,0,143,0
SEO > Display > SEO > Natural Search: Google > SEO > Natural Search: Google,0.0,0,143,0
absent > SEM > Email > SEO > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM,0.0,0,143,0
absent > Email > SEO > Natural Search: Google > SEO > Email,0.0,0,143,0
Display > SEM > Email > Natural Search: Google > Email,0.0,0,143,0
absent > Display > absent > Display > Social > SEM > Social > SEO > SEM > Social > SEM > Email > SEM > Email,0.0,0,143,0
absent > SEM > Email > SEO > SEM > SEO,0.0,0,143,0
SEM > Email > SEM > SEO > Natural Search: Google > SEM,0.0,0,143,0
absent > Natural Search: Google > Natural Search: Bing > Natural Search: Google > Natural Search: Bing,0.0,0,143,0
SEM > absent > SEM > absent > SEM > absent > SEM > absent > SEM > absent > SEM > absent > SEM > Display > SEM > Display > SEM > Display > SEM > Display > SEM > Display > SEM > Display > SEM > Display > SEM > Display > SEM > Display > SEM > Display,0.0,0,143,0
Email > SEM > Display > Natural Search: Google > Email > absent > Email > SEO > Natural Search: Google,0.0,0,143,0
Natural Search: Google > Email > Social > Email > Social > Email > SEO > Natural Search: Google,0.0,0,143,0
Natural Search: Google > Email > Natural Search: Google > SEO > Email,0.0,0,143,0
SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Email > Display > Email > SEO > SEM > Email > SEM > Email > SEM,0.0,0,143,0
Email > Natural Search: Google > SEM > Natural Search: Google > Email > Natural Search: Google > SEO > Natural Search: Google,0.0,0,399,0
absent > SEM > Natural Search: Google > SEM > absent > SEM > Natural Search: Google > Social > SEM > Social > SEM > Social > Natural Search: Google,0.0,0,399,0
SEM > Social > SEM > Social > SEM > Social,0.0,0,399,0
Natural Search: Google > Email > Natural Search: Google > Email > Natural Search: Google > Email,0.0,0,399,0
Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Email > Natural Search: Google,0.0,0,911,0
absent > Email > Natural Search: Google > SEM > Natural Search: Google > Email,0.0,0,144,0
Natural Search: Google > SEM > Natural Search: Google > SEO > Natural Search: Google > Email > Natural Search: Google > Email > Natural Search: Google > Email > Natural Search: Google,0.0,0,144,0
Email > Natural Search: Google > Email > SEM > Natural Search: Google > Social > Natural Search: Google > SEM > Email > SEO,0.0,0,144,0
Display > SEM > Display > SEM > Display > Natural Search: Yahoo!,0.0,0,144,0
Email > Natural Search: Google > Display > Email > Natural Search: Google > SEO > Natural Search: Google > SEM,0.0,0,144,0
Natural Search: Google > Email > Natural Search: Google > Email > Natural Search: Google > Email > Natural Search: Google > SEM > Natural Search: Google > SEO,0.0,0,144,0
SEM > absent > SEM > Natural Search: Google > Display > Natural Search: Google > Display > Natural Search: Google > Display,0.0,0,144,0
SEM > Social > SEM > SEO > Email,0.0,0,144,0
absent > SEM > Natural Search: Bing > SEM > Natural Search: Bing > SEM > Natural Search: Bing,0.0,0,144,0
absent > Email > Video > SEM,0.0,0,144,0
SEM > Natural Search: Google > SEM > SEO > Natural Search: Google > SEM > Display,0.0,0,144,0
SEM > Email > Natural Search: Google > SEO,0.0,0,400,0
Email > SEO > Email > Natural Search: Google > Email,0.0,0,400,0
Email > Social > Email,0.0,0,1168,0
SEM > Natural Search: Google > SEO > SEM > SEO > Natural Search: Google > SEM > Natural Search: Google > SEO > Natural Search: Google,0.0,0,145,0
SEM > Social > SEM > Social > Natural Search: Google > SEM > Social > Email,0.0,0,145,0
absent > Natural Search: Google > SEM > Natural Search: Google > Display > Email > Natural Search: Google > Email > Natural Search: Google > SEM > Email > Display > Email > Natural Search: Google,0.0,0,145,0
SEM > Social > SEM > Natural Search: Yahoo! > SEO > SEM > SEO > SEM > Natural Search: Yahoo!,0.0,0,145,0
Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > SEO > Natural Search: Google,0.0,0,145,0
Email > Social > SEO > Social > Natural Search: Google > Email > Social > Natural Search: Google > Email,0.0,0,145,0
SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > Email > SEM > Natural Search: Google > SEM > Display > Email > SEM > Display > SEM,0.0,0,145,0
absent > Display > SEO > SEM > Natural Search: Google,0.0,0,145,0
SEM > Social > SEM > Natural Search: Google > SEM > Natural Search: Google > Social > SEM > Natural Search: Google > SEM > Natural Search: Google > Social > Natural Search: Google > SEM,0.0,0,145,0
Display > SEM > Display > Natural Search: Google > Display > SEM > Display > SEM > Display,0.0,0,145,0
Email > Social > Natural Search: Google > SEM > Email > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM,0.0,0,401,0
SEM > SEO > Display > SEM > Natural Search: Yahoo! > Display,0.0,0,146,0
Email > SEO > Natural Search: Google > SEO,0.0,0,146,0
SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Email > Natural Search: Google,0.0,0,146,0
Natural Search: Google > SEM > Natural Search: Google > Email > Natural Search: Google > Email > Natural Search: Google,0.0,0,146,0
Display > absent > SEM > absent > SEM > Display > absent > SEO > SEM > Email > Natural Search: Google > Email > SEM > Email,0.0,0,146,0
SEM > Email > SEO > Email > SEM > SEO > SEM > Email,0.0,0,146,0
absent > SEM > Display > SEM > Natural Search: Google > SEM,0.0,0,146,0
Natural Search: Google > Natural Search: Yahoo! > SEM > Natural Search: Yahoo! > Display > Natural Search: Yahoo! > SEM,0.0,0,402,0
Natural Search: Google > SEO > Natural Search: Google > SEO > SEM,0.0,0,402,1
Natural Search: Google > SEO > Natural Search: Google > Display > SEO > Social > SEO > Natural Search: Google > Social,0.0,0,147,0
Natural Search: Google > SEM > Display > SEO > SEM,0.0,0,147,0
Natural Search: Google > Natural Search: Bing > Natural Search: Google > Natural Search: Bing > Natural Search: Google > Natural Search: Bing > Natural Search: Google > SEO > Social,0.0,0,147,0
SEM > Social > SEM > Social > SEM > Social > Email,0.0,0,147,0
SEM > Natural Search: Google > SEM > Natural Search: Google > Social > Natural Search: Google > Social > Natural Search: Google > SEM > Natural Search: Google,0.0,0,147,0
Natural Search: Google > SEM > Display > Natural Search: Google > SEM > Natural Search: Google > Email,0.0,0,147,0
Display > Natural Search: Google > Display > Natural Search: Google > SEO > Display,0.0,0,403,0
absent > Display > SEO > Email > Natural Search: Bing,0.0,0,403,0
SEM > Natural Search: Google > SEM > Social > Natural Search: Google > Social > Natural Search: Google > SEM > Natural Search: Google > SEM > Email > SEM > Natural Search: Google > SEM,0.0,0,403,0
absent > Display > Natural Search: Yahoo! > Display,0.0,0,403,0
Natural Search: Google > SEM > Natural Search: Google > SEO > Natural Search: Google > SEM > Natural Search: Google,0.0,0,403,0
SEO > Email > Natural Search: Google > SEM,0.0,0,148,0
absent > Email > Natural Search: Google > Email > Natural Search: Google > Email,0.0,0,148,0
SEM > Display > SEM > Display > Video,0.0,0,148,0
Natural Search: Bing > Email > Natural Search: Bing > SEM > Email > Natural Search: Bing > SEM > Natural Search: Bing,0.0,0,148,0
Natural Search: Google > SEM > Natural Search: Google > SEM > Email > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > Email > Natural Search: Google > SEM > Natural Search: Google > Email > Natural Search: Google,0.0,0,148,0
Natural Search: Google > absent > Natural Search: Google > SEM > Natural Search: Google > absent,0.0,0,148,0
SEM > SEO > Natural Search: Google > SEO > SEM > Natural Search: Google > SEO > SEM > Natural Search: Google,0.0,0,148,0
Natural Search: Google > SEM > SEO > Email > SEO > Email,0.0,0,148,0
absent > SEM > absent > Natural Search: DuckDuckGo > SEM > absent > SEM,0.0,0,148,0
absent > Natural Search: Google > Natural Search: Bing > Natural Search: Google > SEO,0.0,0,148,0
Natural Search: Google > Email > Natural Search: Google > Email > Natural Search: Google > Email > Natural Search: Google > Email > Natural Search: Google > Email,0.0,0,148,0
absent > Natural Search: Google > Display > SEM > Natural Search: Google,0.0,0,149,0
Social > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > Display > SEM,0.0,0,149,0
Social > SEM > Social > SEM > Social > Natural Search: Google,0.0,0,149,0
Natural Search: Google > SEO > SEM > SEO > Natural Search: Google,0.0,0,149,0
SEM > Email > SEO > SEM > Email > SEM > Email > SEM > absent > Natural Search: Google > SEM > Email > SEM > Email,0.0,0,149,0
Natural Search: DuckDuckGo > SEM > Display > SEM > Display,0.0,0,149,0
Natural Search: Yahoo! > Display > SEO,0.0,0,149,0
Natural Search: Google > SEO > Email > Natural Search: Google > SEM > Natural Search: Google > SEM > SEO,0.0,0,149,0
Display > SEM > Natural Search: Google > SEM > Natural Search: Google > Display > SEM > Natural Search: Google,0.0,0,149,0
SEM > Social > SEM > Social > Natural Search: Google > SEM > Social > SEM,0.0,0,149,0
absent > SEM > Natural Search: Google > SEM > Display > Natural Search: Google > Display > SEM,0.0,0,149,0
SEM > Natural Search: Yahoo! > SEM > Natural Search: Yahoo! > SEM > Natural Search: Yahoo! > SEO > Display > SEM,0.0,0,149,0
Display > SEM > Display > Email,0.0,0,149,0
Email > Natural Search: Google > SEO > Natural Search: Google,0.0,0,917,0
SEM > Display > Natural Search: Google > SEM > Social > Natural Search: Google > Display > Natural Search: Google > Social > Natural Search: Google,0.0,0,150,0
Natural Search: Yahoo! > Natural Search: Google > SEM > Natural Search: Google > Display > Natural Search: Google,0.0,0,150,0
Natural Search: Google > SEO > Natural Search: Google > Social > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > Social > SEM > Display > Social,0.0,0,150,0
absent > Natural Search: Google > SEO > Natural Search: Google > Email,0.0,0,150,0
SEM > Natural Search: Google > Email > SEM > Natural Search: Google > SEM > Email,0.0,0,150,0
SEM > SEO > Email > Natural Search: Google,0.0,0,150,0
absent > SEM > Email > SEM > Email > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM,0.0,0,150,0
Email > SEM > Natural Search: Google > SEM > Natural Search: Google > Email > SEM > Natural Search: Google > Email,0.0,0,150,0
absent > Natural Search: Yahoo! > absent > SEM > Natural Search: Yahoo! > SEM > absent > Display,0.0,0,150,0
Natural Search: Google > SEO > SEM > Natural Search: Google > SEO > Natural Search: Google > SEM > Natural Search: Google > SEM,0.0,0,406,0
SEM > SEO > SEM > SEO > SEM > Email > SEM > Email > Natural Search: Google,0.0,0,151,0
Natural Search: Google > SEO > Natural Search: Google > SEM > Natural Search: Google > SEM > Display > SEM,0.0,0,151,0
absent > Email > Natural Search: Yahoo! > Social > Natural Search: Yahoo! > Social > Email,0.0,0,151,0
SEM > Natural Search: Bing > SEM > Display > Email,0.0,0,151,0
absent > Natural Search: Google > SEM > Natural Search: Google > Social > SEM > Social > SEM > Natural Search: Google > SEM > Natural Search: Google,0.0,0,151,0
Email > Natural Search: Google > Natural Search: Yahoo! > SEO,0.0,0,151,0
absent > SEM > absent > SEM > Natural Search: Google > SEM > Natural Search: Google,0.0,0,151,0
SEM > Email > Natural Search: Google > Display > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > Email > Natural Search: Google,0.0,0,151,0
SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: DuckDuckGo > SEM > Email,0.0,0,151,0
Email > Natural Search: Google > Display > Natural Search: Google > Email > Natural Search: Google > Email > SEM > Email,0.0,0,151,0
SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google,0.0,0,151,0
SEM > Natural Search: Bing > Natural Search: Google > SEM,0.0,0,407,0
absent > Email > SEM > Email > SEM,0.0,0,407,0
Email > absent > Natural Search: DuckDuckGo,0.0,0,152,0
Natural Search: Google > SEO > SEM > Natural Search: Google > Email > Natural Search: Google,0.0,0,152,0
absent > Email > Natural Search: Yahoo!,0.0,0,152,0
SEM > Email > Social > SEO > Natural Search: Google > Social > SEM,0.0,0,152,0
Natural Search: Google > SEM > Natural Search: Google > Social > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM,0.0,0,152,0
SEO > SEM > SEO > Natural Search: Google,0.0,0,152,0
Natural Search: Google > SEM > Natural Search: Google > SEM > SEO > SEM > SEO > Display > Natural Search: Google > Display > Natural Search: Google,0.0,0,152,0
absent > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > Email,0.0,0,152,0
absent > Social > Natural Search: Google > Social > Natural Search: Google > SEM,0.0,0,152,0
Email > SEM > Email > Natural Search: Google > Email > Natural Search: Google > Email > SEO > Natural Search: Google,0.0,0,152,0
Natural Search: Google > Display > SEM > Natural Search: Google > SEM > Display > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google,0.0,0,152,0
Natural Search: Google > Email > Natural Search: Google > SEO > Natural Search: Google > Email > Natural Search: Google,0.0,0,152,0
Natural Search: Google > Display > SEO > SEM > Natural Search: Google,0.0,0,152,0
Natural Search: Bing > SEM > Display > Natural Search: Bing,0.0,0,408,0
SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Social > SEM,0.0,0,408,0
Display > SEM > Email > SEM > Email,0.0,0,153,0
Display > SEM > Display > Natural Search: Google > Display > SEM > Display > Natural Search: Google,0.0,0,153,0
Natural Search: Google > Natural Search: Bing > Natural Search: Google > Natural Search: Bing,0.0,0,153,0
Social > SEM > Social > SEM > Social > SEM > Social > SEM > Social > SEM > Social,0.0,0,153,0
Natural Search: Google > Display > Natural Search: Google > Display > SEM > SEO > Email > SEM,0.0,0,153,0
Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Video,0.0,0,153,0
Social > Natural Search: Google > SEM > Social > Natural Search: Google > SEM > Display > Social > Natural Search: Google > Social > SEO,0.0,0,153,0
Email > Natural Search: Google > Email > Natural Search: Google > Email > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM,0.0,0,153,0
SEM > Email > Natural Search: Google > SEM > Email > SEO,0.0,0,153,0
SEO > Natural Search: Google > SEM > SEO > Email,0.0,0,153,0
Social > Email > Social > SEO > Social > SEO,0.0,0,153,0
absent > Natural Search: Bing > Natural Search: Google > Natural Search: Bing > Natural Search: Google > Email > Display,0.0,0,409,0
absent > Natural Search: Yahoo! > Natural Search: Google,0.0,0,409,0
Natural Search: DuckDuckGo > SEM > Natural Search: DuckDuckGo > SEM,0.0,0,154,0
Email > SEO > Natural Search: Google > SEM,0.0,0,154,0
SEM > Email > SEO > Natural Search: Google,0.0,0,154,0
SEM > Natural Search: Yahoo! > SEM > Email > SEM > absent > SEM,0.0,0,154,0
Natural Search: Yahoo! > Natural Search: Bing > SEM,0.0,0,154,0
SEM > Email > SEM > Natural Search: Google > Email > SEO > Natural Search: Google > SEM > Email > SEM > Email > SEM > Email > Natural Search: Google,0.0,0,154,0
absent > Natural Search: Yahoo! > SEO > Natural Search: Yahoo! > SEO > Email,0.0,0,154,0
Natural Search: Google > SEM > Email > Natural Search: Google > Email > SEO,0.0,0,154,0
absent > Natural Search: Bing > SEM > absent > Natural Search: Bing,0.0,0,154,0
Display > SEM > Natural Search: Google > SEM > Email > Display,0.0,0,154,0
Natural Search: Google > SEM > SEO > Natural Search: Google > Email,0.0,0,154,0
Natural Search: Google > Email > Natural Search: Google > Email > Natural Search: Google > SEM > Natural Search: Google > Email > SEO > Email,0.0,0,154,0
Email > SEM > SEO > Email > SEM > Social > SEM,0.0,0,154,0
Social > Display > Email > SEM > Email > Display > SEO > Email > SEO > Email,0.0,0,154,0
Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > Display > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM,0.0,0,154,0
absent > Email > SEO > Email > SEO > SEM,0.0,0,154,0
Display > SEM > Social > SEM > Social,0.0,0,154,0
SEM > Email > SEM > Natural Search: Google > SEO > Email > SEM > SEO > SEM > SEO > Natural Search: Google > Email > Natural Search: Google > Email,0.0,0,154,0
Natural Search: Google > SEM > Social > Email > SEM > Email > Natural Search: Google,0.0,0,154,0
Natural Search: Google > Email > SEO > Email > SEM > Email > Natural Search: Google > SEM,0.0,0,154,0
SEO > Display > SEM > Natural Search: Google > absent > SEM,0.0,0,154,0
Natural Search: Google > SEM > Natural Search: Google > SEO > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEO > Natural Search: Google > SEO > Natural Search: Google,0.0,0,666,0
Natural Search: Google > SEO > SEM > Natural Search: Google > SEO > Natural Search: Google > SEO > Natural Search: Google,0.0,0,922,0
absent > SEM > Social > Natural Search: Google > SEM > Social > SEM > Email > SEO,0.0,0,155,0
Email > Natural Search: Google > Email > Natural Search: Google > SEM > Natural Search: Google,0.0,0,155,0
Natural Search: Yahoo! > Email > SEM > Email,0.0,0,155,0
SEO > absent > Email,0.0,0,155,0
Natural Search: Bing > SEM > Natural Search: Bing > SEM > Natural Search: Bing > SEM,0.0,0,155,0
SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > Display > Natural Search: Google > SEM > Natural Search: Google,0.0,0,155,0
SEM > Natural Search: Google > Display > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google,0.0,0,155,0
SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEO > SEM,0.0,0,155,0
Display > SEM > absent,0.0,0,155,0
Natural Search: Google > Display > Natural Search: Google > SEM > Email > SEO > Email,0.0,0,155,0
Display > SEM > Natural Search: Google > SEM > Display > Natural Search: Google > Display > SEM > absent > Display > SEM > Natural Search: Google > SEM,0.0,0,155,0
Natural Search: Bing > Display > Natural Search: Bing > Email,0.0,0,411,0
Natural Search: Yahoo! > Email > Natural Search: Yahoo! > Email > SEM,0.0,0,667,0
absent > SEM > Social > SEM > Natural Search: Google,0.0,0,156,0
Natural Search: Google > Display > Social > Natural Search: Google > SEM,0.0,0,156,0
Social > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > Email > Natural Search: Google,0.0,0,156,0
absent > Display > SEO > Display > Email > Display,0.0,0,156,0
absent > Natural Search: Bing > absent > Natural Search: Bing > SEM,0.0,0,156,0
absent > SEO > Email > SEM > Email,0.0,0,156,0
Email > Natural Search: Google > Email > SEO,0.0,0,156,0
Natural Search: DuckDuckGo > SEM > Display,0.0,0,156,0
Natural Search: Google > SEM > Natural Search: Google > SEO > Natural Search: Google > SEO,0.0,0,668,0
Natural Search: Google > Email > Natural Search: Google > Natural Search: DuckDuckGo > Natural Search: Google > Natural Search: DuckDuckGo > Natural Search: Google > Email > Natural Search: Google > Email,0.0,0,157,0
Email > Natural Search: Google > Email > Natural Search: Google > SEM > Email > SEM > SEO > Email,0.0,0,157,0
SEM > Display > SEM > Natural Search: Google > SEM > Social,0.0,0,157,0
Display > SEM > SEO > SEM,0.0,0,157,0
SEM > absent > SEM > absent > SEM > absent > SEM > Natural Search: Google > SEM > Natural Search: Google,0.0,0,157,0
absent > Natural Search: Bing > SEM > Natural Search: Google > Natural Search: Bing,0.0,0,157,0
Email > Natural Search: Google > SEM > Natural Search: Google > SEO,0.0,0,157,0
SEM > absent > Email,0.0,0,413,0
Natural Search: Google > Email > Natural Search: Google > SEO,0.0,0,669,0
Natural Search: Google > Social > Natural Search: Google > SEO > Natural Search: Google,0.0,0,158,0
SEM > Social > Display,0.0,0,158,0
SEM > Natural Search: Google > SEM > SEO > Natural Search: Google > SEM > Natural Search: Google,0.0,0,158,0
SEM > Natural Search: Google > SEO > Email > SEM > Email,0.0,0,158,0
SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Social > Natural Search: Google > SEM > Display,0.0,0,158,0
Email > SEM > Email > SEM > Email > SEM > Email > SEM > Email > SEM > Email > Natural Search: Google > SEM > Email > SEM,0.0,0,158,0
Natural Search: Google > Social > Natural Search: Google > Social > Natural Search: Google > Social > Natural Search: Google > Social > Natural Search: Google,0.0,0,158,0
Natural Search: Google > SEM > Email > SEO,0.0,0,158,0
SEM > Display > Natural Search: Google > SEM > Natural Search: Google > SEO > Natural Search: Google,0.0,0,158,0
SEM > Natural Search: Google > SEO > Email,0.0,0,414,0
SEO > SEM > Natural Search: Google > SEM > Display > Email > Natural Search: Google > SEM > Display > Natural Search: Google > Display > Natural Search: Google > SEM > Display > Natural Search: Google > Display > SEM > Email > Display > Natural Search: Google > Display,0.0,0,926,0
SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Display > SEM > Display,0.0,0,159,0
absent > Natural Search: Google > SEO > SEM > SEO > Natural Search: Google,0.0,0,159,0
SEM > Social > SEM > Social > SEM > Social > SEM > Social,0.0,0,159,0
Display > Social > Natural Search: Google > Social > Display > Social > Natural Search: Google > Social > Natural Search: Google > Social > Display > Natural Search: Google,0.0,0,159,0
Email > SEM > SEO > Natural Search: Google,0.0,0,159,0
SEO > Natural Search: Google > SEM > Natural Search: Bing > Natural Search: Google > Natural Search: Bing > SEM > Display,0.0,0,159,0
Email > SEO > Email > SEO > Natural Search: Google,0.0,0,159,0
Natural Search: Google > SEM > Natural Search: Google > SEM > SEO > Natural Search: Google > SEM > Natural Search: Google > Email > Natural Search: Google,0.0,0,159,0
absent > SEO > SEM > Natural Search: Google > Display,0.0,0,159,0
absent > Natural Search: Bing > Natural Search: Google > Natural Search: Bing > SEM,0.0,0,159,0
absent > Natural Search: Google > SEO > Natural Search: Google > SEO > Natural Search: Google > Email > SEM,0.0,0,159,0
Natural Search: Google > Email > SEM > Natural Search: Google > SEM,0.0,0,415,0
Email > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google,0.0,0,415,0
Natural Search: Google > SEM > Display > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Natural Search: Google > SEM > Email > Natural Search: Google > SEM > Natural Search: Google > SEO > SEM > Natural Search: Google > SEO,0.0,0,415,0
absent > Natural Search: Google > SEM > Natural Search: Google > SEO > Natural Search: Google > SEM > Natural Search: Google > SEO > Natural Search: Google > SEO,0.0,0,1183,0
absent > Natural Search: Bing > Social > Natural Search: Bing > Social > SEM,0.0,0,160,0
